Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25
,ORD-2025-0303,Aeropuerto,Sugar Fly Terminal 2,Tienda ,2025-03-31 00:00:00,Remplazar 3 lamparas spot quemadas,Marzo 2025,Baja,Iluminacion,Correctivo,Master Retail,2025-04-30 00:00:00,2025-04-04 00:00:00,2025-04-08 00:00:00,Abril 2025,A Tiempo,8,149,2150-11-27 00:00:00,Finalizado,Facility,0,NRM,,-
,ORD-2025-0091,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-01 00:00:00,Raquetear y pintar  la pared donde van los topes,Abril 2025,Baja,Pintura,Correctivo,Facility,2025-05-01 00:00:00,2025-08-07 00:00:00,2025-08-07 00:00:00,Julio 2025,Atrasado,128,148,2150-11-28 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0088,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-01 00:00:00,pintura de cerca de maya ciclo (area perimetral),Abril 2025,Baja,Pintura,Correctivo,Facility,2025-05-01 00:00:00,2025-07-17 00:00:00,2025-07-18 00:00:00,Julio 2025,Atrasado,108,148,2150-11-28 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0092,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-01 00:00:00,Aplicación de asfalto liquido en la parte trasera. ,Abril 2025,Baja,Adecuaciones Varias,Correctivo,Facility,2025-05-01 00:00:00,,,,En Espera,En Espera de Informacion,148,2150-11-28 00:00:00,Sin realizar,Facility,,,,-
,ORD-2025-0090,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-01 00:00:00,reforzar soldadura de riel de puerta corrediza de entrada a las bodegas (pines sueltos),Abril 2025,Baja,Cerrajeria ,Correctivo,Facility,2025-05-01 00:00:00,2025-06-03 00:00:00,2025-06-03 00:00:00,Junio 2025,Atrasado,63,148,2150-11-28 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0094,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-01 00:00:00,instalacion de tiradores en puertas de metal y vidrio de manguera contra incendio,Abril 2025,Baja,Cerrajeria ,Correctivo,Facility,2025-05-01 00:00:00,2025-04-13 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,14,148,2150-11-28 00:00:00,Finalizado,Facility,0,NRM,,-
,ORD-2025-0098,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-01 00:00:00,pintar numeros de identificacion de locales,Abril 2025,Baja,Pintura,Correctivo,Facility,2025-05-01 00:00:00,2025-04-09 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,14,148,2150-11-28 00:00:00,Finalizado,Facility,0,NRM,,-
,ORD-2025-0096,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-01 00:00:00,cortar pin de quisio en pasillo,Abril 2025,Baja,Herreria,Correctivo,Facility,2025-05-01 00:00:00,2025-04-08 00:00:00,2025-04-10 00:00:00,Abril 2025,A Tiempo,9,148,2150-11-28 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0097,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-01 00:00:00,pintura de tinaco de basura (parte frontal y lateral),Abril 2025,Baja,Pintura,Correctivo,Facility,2025-05-01 00:00:00,2025-04-10 00:00:00,2025-04-10 00:00:00,Abril 2025,A Tiempo,9,148,2150-11-28 00:00:00,Finalizado,Facility,0,NRM,,-
,ORD-2025-0104,Real State,"Dekel Casa Kito, S.A.",Area Comun,2025-04-01 00:00:00,Se debe iniciar proceso de desalojo,Abril 2025,Baja,Otros,Proyectos especiales,Facility,2025-05-01 00:00:00,,,,En Espera,En Espera de Informacion,148,2150-11-28 00:00:00,Sin realizar,,,,,-
,ORD-2025-0105,Real State,"Dekel Casa Valery JV, S.A. ",Area Comun,2025-04-01 00:00:00,Se debe desinstalar todos los equipos de sonido lamparas etc. De la antigua discoteca Elite.,Abril 2025,Baja,Otros,Apoyo,Facility,2025-05-01 00:00:00,2025-05-02 00:00:00,2025-05-04 00:00:00,Abril 2025,Atrasado,33,148,2150-11-28 00:00:00,Finalizado,,,1/16 de base selladora para plástobom   y 1/4 de barniz color natural,,-
,ORD-2025-0161,Mercado Local,Miniso Town Center ,TrasTienda,2025-04-01 00:00:00,se requiere la adecuacion electria para 1 toma corriente para nevera y microondaas en tras tienda  ,Abril 2025,Baja,Electricidad,Correctivo,Facility,2025-05-01 00:00:00,2025-06-17 00:00:00,2025-06-17 00:00:00,Junio 2025,Atrasado,77,148,2150-11-28 00:00:00,Finalizado,Facility,54.06,"4-tramos de tuberia electrica de 1/2,8 conectores electricos de 1/2, 3 cajase  4x4x1/2, 2 tapas , de repello sencillas,2 tomacorriente doble , 2 tapas e tomacorriente blancas, 50 pies de cable negro #12 , 50 pies de cable blanco#12, 50 pied de alambre #12 desnudo, 20 tacos de gypsum, 20 grapas de 1/2, 20 tornillos chimetal#8 x 1 1/4,",Captura de pantalla 2025-05-27 152120.png,-
,ORD-2025-0155,Mercado Local,Miniso Town Center ,TrasTienda,2025-04-01 00:00:00,"Reparación de baño, la valvula no cierra y no deja de llenar",Abril 2025,Baja,Plomeria ,Correctivo,Facility,2025-05-01 00:00:00,2025-04-03 00:00:00,2025-04-03 00:00:00,Abril 2025,A Tiempo,2,148,2150-11-28 00:00:00,Finalizado,Facility,9.89,,,-
,ORD-2025-0181,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-04-01 00:00:00,resanar pared con mezcla lista donde se reparo la llave de jardineria parte trasera de la plaza,Abril 2025,Baja,Paredes,Correctivo,Facility,2025-05-01 00:00:00,2025-04-07 00:00:00,2025-04-08 00:00:00,Abril 2025,A Tiempo,7,148,2150-11-28 00:00:00,Finalizado,,No se gasto,,,-
,ORD-2025-0115,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-04-02 00:00:00,Se debe implementar Dishwasher en apartamento,Abril 2025,Media,Otros,Adecuación,Comercial,2025-04-17 00:00:00,2025-05-01 00:00:00,2025-05-01 00:00:00,Mayo 2025,Atrasado,29,147,2150-11-29 00:00:00,Finalizado,,,,,-
,ORD-2025-0111,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-04-02 00:00:00,Se deben reemplazar los 3 espejos del area de los baños como solicitud de nuevo cliente para su ingreso,Abril 2025,Media,Vidrios,Adecuación,Comercial,2025-04-17 00:00:00,2025-04-15 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,13,147,2150-11-29 00:00:00,Finalizado,,85.54,,,-
,ORD-2025-0113,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-04-02 00:00:00,Se debe realizar limpieza profunda en las puertas de vidrios del baño por que estan empañadas,Abril 2025,Media,Puertas,Correctivo,Comercial,2025-04-17 00:00:00,2025-04-15 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,13,147,2150-11-29 00:00:00,Finalizado,,0,NRM,,-
,ORD-2025-0114,Real State,"Inversiones Aventura 20A, S.A.",Apartamento 20a,2025-04-02 00:00:00,Se solicita realizar reparacion de las puertas del apartamento las cuales se encuentran rayadas. ,Abril 2025,Media,Paredes,Correctivo,Comercial,2025-04-17 00:00:00,2025-07-03 00:00:00,2025-07-03 00:00:00,Julio 2025,Atrasado,92,147,2150-11-29 00:00:00,Finalizado,Proveedor ,NRM,NRM,,-
,ORD-2025-0137,Mercado Local,Miniso Altaplaza,TrasTienda,2025-04-02 00:00:00,"Adecuacion de cielo razo de gypsum en area de baño, está caido",Abril 2025,Baja,Cielo raso,Correctivo,Master Retail,2025-05-02 00:00:00,,,,En Espera,En Espera de Informacion,147,2150-11-29 00:00:00,Sin realizar,,"105,46",,Ver archivo,-
,ORD-2025-0131,Mercado Local,Miniso Altaplaza,TrasTienda,2025-04-02 00:00:00,Adecuacion de lampara la cual se encuentra caida en cielo de baño,Abril 2025,Media,Iluminacion,Correctivo,Master Retail,2025-04-17 00:00:00,2025-05-05 00:00:00,2025-05-05 00:00:00,Mayo 2025,Atrasado,33,147,2150-11-29 00:00:00,Finalizado,,NRM,Se hara con la reparacion del cielo raso,,-
,ORD-2025-0123,Mercado Local,Miniso Altaplaza,Tienda,2025-04-02 00:00:00,Instalacion de tirador de gabeta en area de caja,Abril 2025,Baja,Cerrajeria ,Correctivo,Master Retail,2025-05-02 00:00:00,2025-04-15 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,13,147,2150-11-29 00:00:00,Finalizado,Facility,5.33,,,-
,ORD-2025-0124,Mercado Local,Miniso Altaplaza,Tienda,2025-04-02 00:00:00,Instalacion de cerradura en mueble de caja,Abril 2025,Baja,Cerrajeria ,Correctivo,Master Retail,2025-05-02 00:00:00,2025-04-15 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,13,147,2150-11-29 00:00:00,Finalizado,Facility,4.01,,,-
,ORD-2025-0122,Mercado Local,Miniso Altaplaza,Tienda,2025-04-02 00:00:00,Reubicación de foco tipo pot,Abril 2025,Media,Iluminacion,Correctivo,Master Retail,2025-04-17 00:00:00,2025-04-02 00:00:00,2025-04-09 00:00:00,Abril 2025,A Tiempo,7,147,2150-11-29 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0144,Mercado Local,Miniso Metromall,Tienda,2025-04-02 00:00:00,"Remplazo de led en columna cuadrada, esta quemada",Abril 2025,Media,Iluminacion,Correctivo,Facility,2025-04-17 00:00:00,,,,En Espera,En Espera de Informacion,147,2150-11-29 00:00:00,Sin realizar,,,Se debe sacar muestra,,-
,ORD-2025-0145,Mercado Local,Miniso Metromall,Tienda,2025-04-02 00:00:00,"Trabajos para ajustar la puerta enrollable, no queda alineada al cerrar",Abril 2025,Baja,Puertas,Correctivo,Facility,2025-05-02 00:00:00,2025-06-24 00:00:00,2025-06-24 00:00:00,Junio 2025,Atrasado,83,147,2150-11-29 00:00:00,Finalizado,Proveedor ,,Cotizar con proveedor.,,-
,ORD-2025-0110,Real State,"Inmobiliaria Cuca, S.A.",Area Comun,2025-04-03 00:00:00,Se debe realizar reparacion de filtracion en tuberia de agua potable que se encuentra antes de la llave de paso.,Abril 2025,Media,Goteras/Filtracion,Proyectos especiales,Facility,2025-04-18 00:00:00,2025-04-20 00:00:00,2025-05-17 00:00:00,Mayo 2025,Atrasado,44,146,2150-11-30 00:00:00,Finalizado,,B/300.00,,,-
,ORD-2025-0132,Mercado Local,Miniso Altaplaza,Tienda,2025-04-03 00:00:00,Reubicacion de los 2 muebles de caja (2 personas) horario nocturno o antes de apertura.,Abril 2025,Baja,Modulares,Correctivo,Master Retail,2025-05-03 00:00:00,2025-05-07 00:00:00,2025-05-07 00:00:00,Mayo 2025,Atrasado,34,146,2150-11-30 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0133,Mercado Local,Miniso Altaplaza,TrasTienda,2025-04-03 00:00:00,Adecuacion electrica de 1 lampara e instalacion de 1 nueva ,Abril 2025,Baja,Iluminacion,Correctivo,Master Retail,2025-05-03 00:00:00,2025-05-05 00:00:00,2025-05-05 00:00:00,Mayo 2025,Atrasado,32,146,2150-11-30 00:00:00,Finalizado,Facility,55,,,-
,ORD-2025-0126,Mercado Local,Miniso Altaplaza,Tienda,2025-04-03 00:00:00,Reparacion de gaveta de mueble de maquillaje,Abril 2025,Baja,Modulares,Correctivo,Master Retail,2025-05-03 00:00:00,2025-04-15 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,12,146,2150-11-30 00:00:00,Finalizado,Facility,4.01,,,-
,ORD-2025-0128,Mercado Local,Miniso Altaplaza,TrasTienda,2025-04-03 00:00:00,Cambio e instalacion de cerradura para puerta de baño y ajuste de la misma,Abril 2025,Baja,Cerrajeria ,Correctivo,Master Retail,2025-05-03 00:00:00,2025-04-15 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,12,146,2150-11-30 00:00:00,Finalizado,Facility,4.25,,,-
,ORD-2025-0129,Mercado Local,Miniso Altaplaza,Tienda,2025-04-03 00:00:00,tomar medidas de el area de perfil en area de las pantallas en entrada a tienda,Abril 2025,Baja,Paredes,Correctivo,Master Retail,2025-05-03 00:00:00,2025-04-15 00:00:00,2025-04-15 00:00:00,Abril 2025,A Tiempo,12,146,2150-11-30 00:00:00,Finalizado,Facility,NRM,,,-
,ORD-2025-0125,Mercado Local,Miniso Altaplaza,Tienda,2025-04-03 00:00:00,Eliminar 3 tornillos del cielo en area de caja,Abril 2025,Baja,Cielo raso,Correctivo,Master Retail,2025-05-03 00:00:00,2025-04-09 00:00:00,2025-04-09 00:00:00,Abril 2025,A Tiempo,6,146,2150-11-30 00:00:00,Finalizado,Facility,NRM,no requiere compra,,-
,ORD-2025-0127,Mercado Local,Miniso Altaplaza,Tienda,2025-04-03 00:00:00,Verificacion de punto electrico para luces led de mueble de maquillaje,Abril 2025,Baja,Electricidad,Correctivo,Master Retail,2025-05-03 00:00:00,2025-04-09 00:00:00,2025-04-09 00:00:00,Abril 2025,A Tiempo,6,146,2150-11-30 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0130,Mercado Local,Miniso Altaplaza,Tienda,2025-04-03 00:00:00,Reparación de dos tiras de led en el area de caja,Abril 2025,Baja,Electricidad,Correctivo,Master Retail,2025-05-03 00:00:00,2025-04-09 00:00:00,2025-04-09 00:00:00,Abril 2025,A Tiempo,6,146,2150-11-30 00:00:00,Finalizado,Facility,0,,,-
,ORD-2025-0729,Aeropuerto,Todo Moda Norte,Tienda,2025-04-07 00:00:00,instalacion de escuadras de soporte para tablillas,Julio 2025,Media,Herreria,Correctivo,Facility,2025-04-22 00:00:00,2025-04-07 00:00:00,2025-04-07 00:00:00,Julio 2025,A Tiempo,0,142,2150-12-04 00:00:00,Finalizado,Facility,NRM,NRM; ,,-
,ORD-2025-0086,Aeropuerto,Bodega 27,Bodega ,2025-04-08 00:00:00,Mantenimiento de aire acondicionado de la bodega. ,Abril 2025,Baja,Aire Acondicionado,Preventivos,Master Retail,2025-05-08 00:00:00,2025-04-10 00:00:00,2025-04-10 00:00:00,Abril 2025,A Tiempo,2,141,2150-12-05 00:00:00,Finalizado,Proovedor,110,proovedor ,Ver archivo,-
,ORD-2025-0140,Mercado Local,Miniso Metromall,Tienda,2025-04-08 00:00:00,"Ajustar los detectores de alarma de robo ,los mismos estan flojos",Abril 2025,Baja,Otros,Correctivo,Facility,2025-05-08 00:00:00,2025-04-23 00:00:00,2025-04-25 00:00:00,Abril 2025,A Tiempo,17,141,2150-12-05 00:00:00,Finalizado,Proveedor ,NRM,NRM,,-
,ORD-2025-0182,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-04-08 00:00:00,cambio de lampara de monolito ,Abril 2025,Baja,Electricidad,Correctivo,Facility,2025-05-08 00:00:00,2025-04-08 00:00:00,2025-04-09 00:00:00,Abril 2025,A Tiempo,1,141,2150-12-05 00:00:00,Finalizado,,9.89,,,-
,ORD-2025-0184,Real State,Skalop,Local ,2025-04-08 00:00:00,pintar pared posterior por la parte interna,Abril 2025,Baja,Pintura,Correctivo,Facility,2025-05-08 00:00:00,2025-04-10 00:00:00,2025-04-10 00:00:00,Abril 2025,A Tiempo,2,141,2150-12-05 00:00:00,Finalizado,,NRM,NRM,,-
,ORD-2025-0100,Real State,"Bodegas Industriales, S.A.",Area Comun,2025-04-09 00:00:00,pintar puerta de hierro de entrada a pasillo,Abril 2025,Baja,Pintura,Correctivo,Facility,2025-05-09 00:00:00,2025-03-26 00:00:00,2025-04-10 00:00:00,Abril 2025,A Tiempo,1,140,2150-12-06 00:00:00,Finalizado,Facility,NRM,,descubrir los espacios de los toma corriente ,-
,ORD-2025-0118,Real State,Marina View Consortium Inc.,Oficina 22-E,2025-04-09 00:00:00,lampara caida en el area de el cuarto de maquina ,Abril 2025,Media,Iluminacion,Correctivo,Cliente,2025-04-24 00:00:00,2025-04-09 00:00:00,2025-04-09 00:00:00,Abril 2025,A Tiempo,0,140,2150-12-06 00:00:00,Finalizado,,No se gasto,se tiene que sacar la  iestra fuera de horario,,-
,ORD-2025-0146,Mercado Local,Miniso Metromall,Tienda,2025-04-09 00:00:00,Cambiar de foco quedmado dentro de la tienda (blanca).,Abril 2025,Media,Iluminacion,Correctivo,Facility,2025-04-24 00:00:00,,,,En Espera,En Espera de Informacion,140,2150-12-06 00:00:00,Sin realizar,,NRM,NRM,,-
,ORD-2025-0141,Mercado Local,Miniso Metromall,Tienda,2025-04-09 00:00:00,Colocar en su posicion 2 tiras led que estan salidas,Abril 2025,Media,Iluminacion,Correctivo,Facility,2025-04-24 00:00:00,2025-04-17 00:00:00,2025-04-17 00:00:00,Abril 2025,A Tiempo,8,140,2150-12-06 00:00:00,Finalizado,,9.5,se tiene que realizar entre 2 personas en horario antes de apertua o despues de cierre,,-
,ORD-2025-0156,Mercado Local,Miniso Town Center ,TrasTienda,2025-04-09 00:00:00,"Extractor de baño de malos olores no funciona, reemplazo",Abril 2025,Baja,Iluminacion,Correctivo,Facility,2025-05-09 00:00:00,2025-04-16 00:00:00,2025-04-16 00:00:00,Abril 2025,A Tiempo,7,140,2150-12-06 00:00:00,Finalizado,Facility,27,,,-
,ORD-2025-0157,Mercado Local,Miniso Town Center ,Tienda,2025-04-09 00:00:00,Ajuste de puerta de mueble en area de ventas,Abril 2025,Media,Puertas,Correctivo,Facility,2025-04-24 00:00:00,2025-04-16 00:00:00,2025-04-16 00:00:00,Abril 2025,A Tiempo,7,140,2150-12-06 00:00:00,Finalizado,Facility,12,cotizar la puerta y sus implementos,,-
,ORD-2025-0162,Mercado Local,Miniso Town Center ,Tienda,2025-04-10 00:00:00,Cambio de foco quemada dentro de la tienda,Abril 2025,Media,Iluminacion,Correctivo,Facility,2025-04-25 00:00:00,,,,En Espera,En Espera de Informacion,139,2150-12-07 00:00:00,Sin realizar,,,Sacar muestra,,-
,ORD-2025-0163,Mercado Local,Miniso Westland,Tienda,2025-04-10 00:00:00,El receptor de la puerta enrollable no está recibiendo bien la señal de los controles,Abril 2025,Media,Puertas Enrollables,Correctivo,Master Retail,2025-04-25 00:00:00,2025-04-14 00:00:00,2025-04-14 00:00:00,Abril 2025,A Tiempo,4,139,2150-12-07 00:00:00,Finalizado,,NRM,se tiene que saacar la muestra fuera de horario,,-
,ORD-2025-0109,Aeropuerto,Fresh And To Go,Tienda,2025-04-11 00:00:00,Se debe reforzar los broches de las lonas las cuales se encuentran deterioradas. ,Abril 2025,Media,Otros,Correctivo,Master Retail,2025-04-26 00:00:00,,,,En Espera,En Espera de Informacion,138,2150-12-08 00:00:00,Sin realizar,Proovedor,,NRM,,-
,ORD-2025-0106,Aeropuerto,Fresh And To Go,Tienda,2025-04-11 00:00:00,Se reparó moldura dentro de vitrina ,Abril 2025,Baja,Modulares,Correctivo,Master Retail,2025-05-11 00:00:00,2025-05-15 00:00:00,2025-05-15 00:00:00,Mayo 2025,Atrasado,34,138,2150-12-08 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0107,Aeropuerto,Fresh And To Go,Tienda,2025-04-11 00:00:00,Visagras de mueble de exhibición se encuentran flojos,Abril 2025,Baja,Modulares,Correctivo,Master Retail,2025-05-11 00:00:00,2025-04-22 00:00:00,2025-04-22 00:00:00,Abril 2025,A Tiempo,11,138,2150-12-08 00:00:00,Finalizado,Facility,0,,,-
,ORD-2025-0119,Aeropuerto,Miniso 38,Tienda,2025-04-11 00:00:00,"Refuerzo de muebles del àrea de cajas, tiene tablillas flojas",Abril 2025,Baja,Modulares,Correctivo,Master Retail,2025-05-11 00:00:00,2025-05-15 00:00:00,2025-05-15 00:00:00,Mayo 2025,Atrasado,34,138,2150-12-08 00:00:00,Finalizado,Facility,27.7,comprar escuadras pequeñas de 3/4x3/4 y tornillos chimetal  7/16 pequeños,,-
,ORD-2025-0183,Real State,"Royal Plaza Corp, S.A.",Area Comun,2025-04-11 00:00:00, lampara quemada en area de los estacionamientos parte trasera (comprar zoquet),Abril 2025,Media,Iluminacion,Correctivo,Master Retail,2025-04-26 00:00:00,2025-04-11 00:00:00,2025-06-27 00:00:00,Junio 2025,Atrasado,77,138,2150-12-08 00:00:00,Finalizado,,29,1 lampara de pared  segun muestra,,-
,ORD-2025-0187,Aeropuerto,Sugar Fly Terminal 2,Tienda ,2025-04-11 00:00:00,Se debe reforzar las argollas de las lonas las cuales se encuentran deterioradas. ,Abril 2025,Media,Otros,Correctivo,Master Retail,2025-04-26 00:00:00,,,,En Espera,En Espera de Informacion,138,2150-12-08 00:00:00,Sin realizar,Proovedor,,Abel buscar provedor para cotizar refuerzo y argollas nuevas según foto,,-
,ORD-2025-0160,Mercado Local,Miniso Town Center ,Tienda,2025-04-12 00:00:00,Adecuacion de toma corriente electrico en rack de internet ,Abril 2025,Media,Electricidad,Correctivo,Facility,2025-04-27 00:00:00,2025-04-16 00:00:00,2025-04-16 00:00:00,Mayo 2025,A Tiempo,4,137,2150-12-09 00:00:00,Finalizado,Facility,,,,-
,ORD-2025-0087,Aeropuerto,Bodega 27,Bodega ,2025-04-14 00:00:00,"Reparación de fuga de gas en unidad de aire acondicionado de la Bodega. (carrier 24,000 BTU). ",Abril 2025,Baja,Aire Acondicionado,Correctivo,Facility,2025-05-14 00:00:00,2025-04-28 00:00:00,2025-04-28 00:00:00,Abril 2025,A Tiempo,14,135,2150-12-11 00:00:00,Finalizado,Proovedor,130,proovedor ,,-
,ORD-2025-0142,Mercado Local,Miniso Metromall,Tienda,2025-04-14 00:00:00,Nos reportan que las tiras led se estan despegando.,Abril 2025,Media,Iluminacion,Correctivo,Facility,2025-04-29 00:00:00,2025-05-03 00:00:00,2025-05-03 00:00:00,Mayo 2025,Atrasado,19,135,2150-12-11 00:00:00,Finalizado,,NRM,no requiere material,,-
,ORD-2025-0171,Mercado Local,Miniso Westland,TrasTienda,2025-04-14 00:00:00,Instalacion de interruptores para encendido y apagado de letreros baners,Abril 2025,Baja,Electricidad,Proyectos especiales,Master Retail,2025-05-14 00:00:00,,,,En Espera,En Espera de Informacion,135,2150-12-11 00:00:00,Sin realizar,Facility,70.5,". 10 ' de cable 3x12 
. 6 empalmadores whire note 3m 
.1 caja de 5 gan 
.1 tapa de repello de 5 gan
.5 interruptor sencillos blancos 
1 tapa para interruptor de 5 gand
.16'de cable 3x12
.1 toma 110v blanco cuadrado
.1 tapa para toma corriente cuadrada blanca
10 tacos verdes de 1/4
10 tornillos chime tal #8 de 1 1/4 
",COCHEZ (2) 27-05-2025.png,-
,ORD-2025-0172,Mercado Local,Miniso Westland,Tienda,2025-04-14 00:00:00,Eliminar los pedasos de tape que estan puestos en altura / y nuve,Abril 2025,Baja,Paredes,Correctivo,Master Retail,2025-05-14 00:00:00,2025-06-13 00:00:00,2025-06-13 00:00:00,Junio 2025,Atrasado,60,135,2150-12-11 00:00:00,Finalizado,Facility,NRM,Limpieza,NRM,-
,ORD-2025-0164,Mercado Local,Miniso Westland,Tienda,2025-04-14 00:00:00,Cambiar 2 juegos de riel en 2 gabetas en mueble de area de caja,Abril 2025,Baja,Modulares,Correctivo,Master Retail,2025-05-14 00:00:00,2025-05-02 00:00:00,2025-05-02 00:00:00,Mayo 2025,A Tiempo,18,135,2150-12-11 00:00:00,Finalizado,Facility,14.96,,,-
,ORD-2025-0165,Mercado Local,Miniso Westland,Tienda,2025-04-14 00:00:00,Cambio de una cerraura en mueble de gabeta en area de caja,Abril 2025,Baja,Cerrajeria ,Correctivo,Master Retail,2025-05-14 00:00:00,2025-05-02 00:00:00,2025-05-02 00:00:00,Mayo 2025,A Tiempo,18,135,2150-12-11 00:00:00,Finalizado,Facility,3.75,,,-
,ORD-2025-0166,Mercado Local,Miniso Westland,Tienda,2025-04-14 00:00:00,Instalacion de tape de doble contacto en baners de mueble dentro de tienda,Abril 2025,Baja,Modulares,Correctivo,Master Retail,2025-05-14 00:00:00,2025-05-02 00:00:00,2025-05-02 00:00:00,Mayo 2025,A Tiempo,18,135,2150-12-11 00:00:00,Finalizado,Facility,9.5,,,-
,ORD-2025-0167,Mercado Local,Miniso Westland,TrasTienda,2025-04-14 00:00:00,Instalacion de azulejo caido en area de baño,Abril 2025,Baja,Paredes,Correctivo,Master Retail,2025-05-14 00:00:00,2025-05-02 00:00:00,2025-05-02 00:00:00,Mayo 2025,A Tiempo,18,135,2150-12-11 00:00:00,Finalizado,Facility,22.24,,,-
,ORD-2025-0168,Mercado Local,Miniso Westland,Tienda,2025-04-14 00:00:00,Ajuste de tablilla en mueble de fondo,Abril 2025,Baja,Modulares,Correctivo,Facility,2025-05-14 00:00:00,2025-05-02 00:00:00,2025-05-02 00:00:00,Mayo 2025,A Tiempo,18,135,2150-12-11 00:00:00,Finalizado,Facility,NRM,no requiere material,,-
,ORD-2025-0169,Mercado Local,Miniso Westland,Tienda,2025-04-14 00:00:00,Revision de tira led que esta apagada,Abril 2025,Media,Iluminacion,Correctivo,Facility,2025-04-29 00:00:00,2025-05-02 00:00:00,2025-05-02 00:00:00,Mayo 2025,Atrasado,18,135,2150-12-11 00:00:00,Finalizado,Facility,NRM,NRM,,-
,ORD-2025-0170,Mercado Local,Miniso Westland,Tienda,2025-04-14 00:00:00,Habilitar punto electrico en mueble de maquillaje e instalacion de transfotmador electronico.  ,Abril 2025,Media,Iluminacion,Correctivo,Master Retail,2025-04-29 00:00:00,2025-05-02 00:00:00,2025-05-02 00:00:00,Mayo 2025,Atrasado,18,135,2150-12-11 00:00:00,Finalizado,Facility,50,no material,,-
,ORD-2025-0148,Mercado Local,Miniso Multiplaza,Tienda,2025-04-15 00:00:00,Reemplazo de puerte blanca en el area de trastienda,Abril 2025,Baja,Puertas,Correctivo,Master Retail,2025-05-15 00:00:00,2025-05-12 00:00:00,2025-05-12 00:00:00,Mayo 2025,A Tiempo,27,134,2150-12-12 00:00:00,Finalizado,,47,"puerta, rotulacion y brazo.",,-
,ORD-2025-0149,Mercado Local,Miniso Multiplaza,Tienda,2025-04-15 00:00:00,Instalar embellesedor de rociador contra incendio,Abril 2025,Baja,Cielo raso,Correctivo,Master Retail,2025-05-15 00:00:00,2025-07-24 00:00:00,2025-07-24 00:00:00,Julio 2025,Atrasado,100,134,2150-12-12 00:00:00,Finalizado,Facility,1.07,Platillo enbellecedor,IMPLOSA 27-05-25.pdf,-
,ORD-2025-0186,Aeropuerto,Sugar Fly Terminal 2,Tienda ,2025-04-17 00:00:00,Remplazo de foco spot quemado,Abril 2025,Baja,Iluminacion,Correctivo,Master Retail,2025-05-17 00:00:00,2025-04-26 00:00:00,2025-04-26 00:00:00,Abril 2025,A Tiempo,9,132,2150-12-14 00:00:00,Finalizado,Facility,0,se va a usar stock,,-
,ORD-2025-0108,Aeropuerto,Fresh And To Go,Tienda,2025-04-18 00:00:00,Reemplazar cerradura de puerta de vidrio en el local la cual ya esta defectuosa. ,Abril 2025,Baja,Cerrajeria ,Correctivo,Master Retail,2025-05-18 00:00:00,2025-04-26 00:00:00,2025-04-26 00:00:00,Abril 2025,A Tiempo,8,131,2150-12-15 00:00:00,Finalizado,Facility,0,no material,,-
